serial_number,order_id,order_date,delivery_date,time_of_order,time_of_delivery,delivery_mode,sales_agent,payment_mode,delivery_rating,product_id,customer_id,sales,quantity,percent_discount,profit
4411,C-88812-42117,10-04-2021,15-04-2021,5:51 PM,12:09 PM,Standard Class,John Wick,Cash,1,LOB-0165,LOC-5924,9.552,8,70,-7.3232
667,B-97352-42112,12-04-2021,16-04-2021,12:59 PM,12:02 PM,Standard Class,Anthony Evans,Bank Transfer,3,4TB-0818,VTC-9663,13.184,1,20,4.7792
668,D-15489-42117,12-04-2021,16-04-2021,5:44 PM,10:46 AM,Standard Class,John McCarthy,Debit Card,3,ROB-0863,DWS-8295,4.086,2,70,-2.9964
669,B-96692-4219,12-04-2021,16-04-2021,9:22 AM,1:33 PM,Standard Class,Anthony Evans,Bank Transfer,5,RTW-0385,HNN-2222,334.768,7,20,108.7996
3403,B-19242-42114,12-04-2021,16-04-2021,2:42 PM,9:55 AM,Standard Class,Robert Paige,Bank Transfer,1,PMG-0940,NML-9691,17.216,4,20,6.0256
3404,B-12236-42111,12-04-2021,16-04-2021,11:39 AM,2:36 PM,Standard Class,Nora Zypern,Bank Transfer,4,AWB-0450,VTC-9663,1089.75,3,0,305.13
4345,B-68740-42114,12-04-2021,14-04-2021,2:19 PM,12:02 PM,First Class,Robert Hemsworth,Bank Transfer,3,AWP-0937,KVS-2544,251.79,3,0,118.3413
4346,B-91042-42111,12-04-2021,14-04-2021,11:00 AM,3:17 PM,First Class,Robert Paige,Bank Transfer,5,AWB-0457,VTC-9663,16.4,5,0,4.264
4595,C-57244-42116,13-04-2021,15-04-2021,4:35 PM,9:30 AM,First Class,Robert Hemsworth,Cash,2,CMG-0953,JPP-8083,399.672,7,20,-14.9877
244,B-83602-42117,14-04-2021,18-04-2021,5:55 PM,10:26 AM,Standard Class,Nora Zypern,Bank Transfer,3,AWB-0782,AAP-8646,393.165,3,50,-204.4458
1164,D-35990-4219,14-04-2021,14-04-2021,9:01 AM,10:38 AM,Same Day,Chris Jr,Debit Card,2,FWG-0814,RCR-2962,33.44,10,20,11.704
3478,C-47424-42111,14-04-2021,17-04-2021,11:13 AM,11:19 AM,First Class,Anthony Evans,Cash,2,DKP-0615,AVC-3515,186.144,6,20,60.4968
252,B-38313-42114,15-04-2021,21-04-2021,2:32 PM,12:47 PM,Standard Class,Tom Renner,Bank Transfer,4,TMW-0268,CNL-1564,652.45,5,50,-430.617
319,C-15741-42110,15-04-2021,17-04-2021,10:18 AM,3:09 PM,Second Class,Dave Brockman,Credit card,2,ZMW-0364,TCS-7171,9.26,2,0,3.0558
948,B-86552-42116,15-04-2021,19-04-2021,4:41 PM,10:11 AM,Standard Class,John McCarthy,Bank Transfer,4,QWG-1005,SNN-7928,154.764,3,40,-36.1116
949,C-65072-42113,15-04-2021,19-04-2021,1:14 PM,3:38 PM,Standard Class,Edward Ruffalo,Credit card,5,SWB-0346,DCS-3028,164.22,3,0,50.9082
2446,C-94266-42116,16-04-2021,23-04-2021,4:44 PM,12:33 PM,Standard Class,Robert Paige,Credit card,1,CMB-0119,COH-3082,32.36,4,0,11.6496
2518,C-72778-42114,16-04-2021,20-04-2021,2:49 PM,4:14 PM,Standard Class,Edward Ruffalo,Cash,2,4TB-0394,HPP-5333,3.318,3,80,-5.6406
2519,D-56738-42115,16-04-2021,20-04-2021,3:42 PM,5:43 PM,Standard Class,John Wick,Debit Card,2,AWB-0898,PCL-4731,13.12,4,0,5.6416
1557,B-39946-42110,17-04-2021,21-04-2021,10:40 AM,12:03 PM,Second Class,Dave Brockman,Bank Transfer,5,ZOW-0566,JCM-8202,14.04,3,20,1.5795
2223,C-85291-42116,17-04-2021,21-04-2021,4:01 PM,2:33 PM,Standard Class,John McCarthy,Cash,3,EWW-0810,CWS-7878,3.89,1,0,1.0114
2342,C-32211-42110,17-04-2021,21-04-2021,10:59 AM,9:17 AM,Standard Class,John McCarthy,Credit card,1,MMB-0972,JTB-5569,17.48,2,0,8.2156
2344,C-68246-42117,17-04-2021,22-04-2021,5:22 PM,9:17 AM,Standard Class,Chris Jr,Credit card,2,AWP-0398,SPP-9833,6.16,2,0,2.9568
4599,D-99755-42111,18-04-2021,22-04-2021,11:53 AM,9:13 AM,Standard Class,Nora Zypern,Debit Card,1,SWW-0317,DFP-9505,102.72,3,20,37.236
4999,C-89344-42116,18-04-2021,23-04-2021,4:27 PM,9:47 AM,Standard Class,Anthony Evans,Cash,3,LWB-0802,PIO-9062,3.744,4,70,-2.6208
5000,B-95591-42117,18-04-2021,23-04-2021,5:02 PM,10:39 AM,Standard Class,Dave Brockman,Bank Transfer,1,CMB-0336,JPP-6945,165.28,4,0,14.8752
5718,C-38379-42110,18-04-2021,23-04-2021,10:05 AM,11:18 AM,Standard Class,Robert Paige,Credit card,3,NMG-0020,CFT-6427,498.26,7,0,134.5302
830,C-64783-42115,19-04-2021,25-04-2021,3:07 PM,5:19 PM,Standard Class,Robert Hemsworth,Cash,3,BWP-0959,NNN-7443,107.648,2,20,33.64
831,D-72855-4219,19-04-2021,25-04-2021,9:58 AM,1:33 PM,Standard Class,Robert Paige,Debit Card,2,CWW-0337,AAT-8252,6.912,3,20,2.5056
959,C-13451-42116,19-04-2021,24-04-2021,4:56 PM,3:56 PM,Second Class,John Wick,Cash,1,ZOW-0527,SCP-5024,21.864,3,20,3.5529
960,B-15573-42110,19-04-2021,24-04-2021,10:05 AM,9:28 AM,Second Class,Anthony Evans,Bank Transfer,5,NMW-0089,JCM-8202,590.058,7,70,-786.744
961,B-53784-42114,19-04-2021,24-04-2021,2:04 PM,10:33 AM,Second Class,Robert Hemsworth,Bank Transfer,5,SWP-0224,CNL-1564,66.645,3,50,-42.6528
962,C-87932-42110,19-04-2021,24-04-2021,10:43 AM,4:57 PM,Second Class,Nora Zypern,Cash,3,GOG-0173,TCS-7171,20.7,2,0,9.936
4187,B-21813-42115,19-04-2021,26-04-2021,3:02 PM,10:11 AM,Standard Class,Robert Hemsworth,Bank Transfer,1,SWB-1022,GTH-5497,205.176,2,40,-58.1332
4188,C-65011-42110,19-04-2021,26-04-2021,10:13 AM,3:42 PM,Standard Class,Chris Jr,Cash,1,ZOG-0955,LIN-9795,8.4,5,0,4.2
4189,C-80659-42112,19-04-2021,26-04-2021,12:03 PM,5:46 PM,Standard Class,Nora Zypern,Cash,1,NWM-0129,LIS-4746,605.34,6,0,145.2816
755,B-82098-42111,21-04-2021,26-04-2021,11:09 AM,1:00 PM,Standard Class,Robert Hemsworth,Bank Transfer,4,RMB-0545,KCL-2016,17.088,4,20,5.5536
756,D-52112-42114,21-04-2021,26-04-2021,2:17 PM,11:03 AM,Standard Class,Anthony Evans,Debit Card,4,BWB-0444,SCS-2729,207.144,3,10,48.3336
4725,B-77824-4219,21-04-2021,24-04-2021,9:39 AM,2:25 PM,First Class,Tom Renner,Bank Transfer,1,SWM-0203,BCC-2152,37.74,3,0,12.8316
5423,B-13683-42112,21-04-2021,21-04-2021,12:59 PM,2:47 PM,Same Day,Robert Paige,Bank Transfer,2,HWG-0877,PGS-5039,167.96,2,0,78.9412
269,D-29832-4219,22-04-2021,29-04-2021,9:42 AM,11:55 AM,Standard Class,Chris Jr,Debit Card,4,RKB-0609,TNT-4483,8.856,3,20,2.8782
270,D-94164-42110,22-04-2021,29-04-2021,10:20 AM,5:10 PM,Standard Class,Dave Brockman,Debit Card,4,SMG-0323,BIP-7681,22.55,5,0,8.7945
271,C-26806-42112,22-04-2021,29-04-2021,12:07 PM,3:09 PM,Standard Class,Dave Brockman,Credit card,2,4OB-0750,SIC-2200,697.16,5,20,8.7145
272,C-92625-42113,22-04-2021,29-04-2021,1:17 PM,1:57 PM,Standard Class,Dave Brockman,Cash,5,VWP-0237,TCL-9889,54.96,3,0,15.9384
601,B-72588-42117,22-04-2021,26-04-2021,5:28 PM,10:06 AM,Standard Class,Edward Ruffalo,Bank Transfer,1,PWB-0485,SCP-5024,23.68,2,20,8.88
1113,C-21517-42110,22-04-2021,26-04-2021,10:12 AM,4:42 PM,Second Class,Chris Jr,Credit card,3,AWR-0895,TCS-7171,27.18,1,0,12.7746
5614,C-91524-42113,22-04-2021,29-04-2021,1:47 PM,9:18 AM,Standard Class,Robert Paige,Credit card,1,RMW-0639,EPP-1461,39.872,2,20,12.9584
5615,B-60612-42116,22-04-2021,29-04-2021,4:24 PM,10:57 AM,Standard Class,Dave Brockman,Bank Transfer,4,GMW-0757,KVS-7286,39.98,2,0,9.995
191,C-40839-42110,23-04-2021,27-04-2021,10:34 AM,5:44 PM,Standard Class,Edward Ruffalo,Cash,1,AMB-0435,AMM-4090,2.304,1,20,0.7776
5712,C-48875-42116,23-04-2021,27-04-2021,4:21 PM,3:48 PM,Standard Class,Nora Zypern,Cash,1,NMB-0080,SCP-5604,715.2,3,0,178.8
5713,C-57362-42114,23-04-2021,27-04-2021,2:15 PM,9:11 AM,Standard Class,Dave Brockman,Cash,3,ZKW-0611,BWG-9500,12.544,2,20,4.704
1911,D-30990-42116,24-04-2021,27-04-2021,4:23 PM,3:49 PM,First Class,Dave Brockman,Debit Card,2,FMB-0300,PCL-4731,16.56,2,0,7.7832
2960,C-30992-42116,24-04-2021,28-04-2021,4:45 PM,2:07 PM,Standard Class,John McCarthy,Cash,1,FKG-0734,COH-3082,406.6,5,0,113.848
2961,C-87829-42115,24-04-2021,28-04-2021,3:10 PM,12:40 PM,Standard Class,Tom Renner,Credit card,4,AWW-0816,AFT-6395,33.568,2,20,-5.4548
196,C-26885-42110,25-04-2021,29-04-2021,10:58 AM,2:00 PM,Second Class,Robert Paige,Cash,1,SWW-0288,RTD-8293,104.23,7,0,28.1421
197,C-68633-42112,25-04-2021,29-04-2021,12:12 PM,11:58 AM,Second Class,Chris Jr,Cash,1,COY-0163,AVC-3515,353.568,2,20,-44.196
2752,C-37393-42111,26-04-2021,01-05-2021,11:44 AM,11:46 AM,Standard Class,Robert Hemsworth,Cash,2,RMB-0729,PGS-5039,43.19,7,0,20.7312
351,D-80033-42110,28-04-2021,01-05-2021,10:13 AM,12:18 PM,First Class,Robert Hemsworth,Debit Card,5,ZMG-0710,MWS-6032,45.98,2,0,12.8744
1540,C-58206-42112,28-04-2021,05-05-2021,12:11 PM,10:40 AM,Standard Class,Nora Zypern,Cash,1,FWG-0095,SIC-2200,30.93,1,0,12.6813
4679,C-66837-4219,28-04-2021,30-04-2021,9:42 AM,10:11 AM,Second Class,Edward Ruffalo,Credit card,3,TKB-0274,KCL-4618,966.7,5,30,-13.81
1018,C-88776-42115,30-04-2021,04-05-2021,3:35 PM,1:54 PM,Standard Class,Edward Ruffalo,Credit card,1,BOP-0146,AFT-6395,99.372,2,30,-7.098
1272,C-34958-42110,30-04-2021,05-05-2021,10:24 AM,10:10 AM,Standard Class,Robert Hemsworth,Credit card,4,AMG-0850,CCS-3111,7.83,3,0,3.6018
1496,B-52157-42112,30-04-2021,04-05-2021,12:58 PM,12:24 PM,Standard Class,John Wick,Bank Transfer,3,SMB-0882,JIA-6376,83.952,3,60,-90.2484
1573,B-42298-52113,01-05-2021,04-05-2021,1:53 PM,4:15 PM,First Class,Dave Brockman,Bank Transfer,2,ZWP-0723,CPP-8584,8.32,5,20,2.288
1574,B-58134-52116,01-05-2021,04-05-2021,4:18 PM,9:38 AM,First Class,Dave Brockman,Bank Transfer,5,EMB-0494,JPP-4588,79.36,5,20,9.92
1575,C-81834-52114,01-05-2021,04-05-2021,2:16 PM,10:06 AM,First Class,John McCarthy,Credit card,2,ZMY-0709,RNN-4445,383.64,6,0,122.7648
3459,C-27453-52117,01-05-2021,04-05-2021,5:39 PM,12:39 PM,Second Class,John Wick,Cash,1,CWW-0693,FOD-4104,98.392,1,20,-11.0691
758,C-61389-52114,02-05-2021,07-05-2021,2:50 PM,1:20 PM,Standard Class,Anthony Evans,Cash,5,EWP-0438,SMJ-1121,19.456,4,20,2.1888
1913,D-95887-52113,02-05-2021,02-05-2021,1:53 PM,3:37 PM,Same Day,Nora Zypern,Debit Card,2,SMB-0578,LCW-5172,29.46,6,0,9.7218
3146,C-50104-52112,02-05-2021,08-05-2021,12:21 PM,1:46 PM,Standard Class,Nora Zypern,Cash,5,SMW-0314,JCL-4472,25.16,2,0,10.5672
4640,B-73839-52111,02-05-2021,06-05-2021,11:35 AM,3:36 PM,Standard Class,John McCarthy,Bank Transfer,5,NMB-0061,MCL-3469,203.983,2,15,16.7986
5027,C-91901-5219,02-05-2021,06-05-2021,9:06 AM,2:32 PM,Standard Class,Dave Brockman,Credit card,1,AWP-0398,PGS-5039,6.16,2,0,2.9568
5830,D-34683-52111,02-05-2021,06-05-2021,11:03 AM,12:44 PM,Standard Class,John Wick,Debit Card,2,LMG-0642,ENC-4137,135.8,7,0,66.542
5831,C-48967-5219,02-05-2021,06-05-2021,9:53 AM,4:53 PM,Standard Class,Anthony Evans,Credit card,1,XWW-1012,DIC-5580,13.872,6,20,4.6818
5832,C-16535-52112,02-05-2021,06-05-2021,12:49 PM,12:34 PM,Standard Class,Anthony Evans,Cash,2,NMB-0062,DCL-1322,67.9932,1,32,-12.9987
2622,C-59317-52112,03-05-2021,08-05-2021,12:27 PM,4:35 PM,Standard Class,Nora Zypern,Credit card,1,MWR-0848,EFM-7145,5.214,2,70,-4.1712
2623,B-82077-5219,03-05-2021,08-05-2021,9:57 AM,5:02 PM,Standard Class,Dave Brockman,Bank Transfer,5,RMB-0640,ATA-2984,8.784,4,80,-13.6152
2624,C-60463-52113,03-05-2021,08-05-2021,1:19 PM,11:27 AM,Standard Class,Robert Paige,Credit card,4,TKP-0350,JWV-7557,10.16,2,0,3.4544
5647,C-69479-52113,03-05-2021,05-05-2021,1:44 PM,11:54 AM,First Class,Chris Jr,Credit card,2,HMG-0971,JWM-8190,34.54,1,0,17.27
5648,C-66432-52113,03-05-2021,05-05-2021,1:27 PM,2:39 PM,First Class,Nora Zypern,Credit card,2,AWM-0056,JWM-8190,64.12,4,0,30.7776
1662,D-21492-52112,05-05-2021,08-05-2021,12:45 PM,2:44 PM,First Class,Edward Ruffalo,Debit Card,3,AMW-0868,BRC-4686,19.4,5,0,9.312
1663,B-10191-52113,05-05-2021,08-05-2021,1:47 PM,3:53 PM,First Class,Robert Hemsworth,Bank Transfer,1,AKW-0372,CPP-8584,10.464,6,20,1.7004
1808,C-45447-5219,05-05-2021,09-05-2021,9:34 AM,2:40 PM,Standard Class,Anthony Evans,Cash,3,TKB-0245,SFH-5620,201.96,2,0,50.49
3364,C-64547-52115,05-05-2021,07-05-2021,3:53 PM,10:11 AM,Second Class,Tom Renner,Credit card,5,CWW-0693,MCL-8312,245.98,2,0,27.0578
4190,D-77381-52117,05-05-2021,06-05-2021,5:35 PM,9:34 AM,First Class,Dave Brockman,Debit Card,5,COW-1042,EPP-4058,2.992,4,80,-4.488
4191,B-26115-52112,05-05-2021,06-05-2021,12:42 PM,9:56 AM,First Class,Robert Paige,Bank Transfer,4,NMB-0047,CME-9749,782.94,3,0,203.5644
1408,C-44359-5219,06-05-2021,10-05-2021,9:44 AM,2:24 PM,Standard Class,Edward Ruffalo,Cash,1,DWG-0400,SFH-5620,3.04,1,0,1.0336
1409,D-31495-52111,06-05-2021,10-05-2021,11:28 AM,3:40 PM,Standard Class,Nora Zypern,Debit Card,1,OOB-0211,JNN-7737,23.84,8,0,6.4368
1985,D-84174-52117,06-05-2021,10-05-2021,5:11 PM,2:31 PM,Standard Class,Anthony Evans,Debit Card,2,UOB-0159,RAM-3712,283.56,4,0,45.3696
3895,D-70845-52112,06-05-2021,08-05-2021,12:56 PM,9:37 AM,Second Class,Tom Renner,Debit Card,3,AMB-0934,NIC-1732,11.416,1,20,3.8529
5716,C-17020-52117,06-05-2021,10-05-2021,5:34 PM,9:23 AM,Standard Class,Dave Brockman,Cash,4,EWW-0810,ATC-1742,7.78,2,0,2.0228
1286,C-24275-52111,07-05-2021,11-05-2021,11:41 AM,10:25 AM,Standard Class,Robert Hemsworth,Cash,3,LOB-0165,LCW-5172,1.592,2,80,-2.6268
1287,D-20283-52111,07-05-2021,11-05-2021,11:05 AM,5:42 PM,Standard Class,John Wick,Debit Card,3,NWW-0133,TDW-7010,8.226,3,70,-6.0324
1288,C-78014-52114,07-05-2021,11-05-2021,2:52 PM,1:31 PM,Standard Class,Anthony Evans,Cash,5,AOB-0903,ENC-4137,29.94,4,70,-23.952
1289,C-22921-52115,07-05-2021,11-05-2021,3:10 PM,5:16 PM,Standard Class,Robert Paige,Credit card,3,TMB-0384,JCL-9876,6.16,2,0,1.9712
956,D-73112-5219,08-05-2021,13-05-2021,9:09 AM,4:13 PM,Second Class,Robert Paige,Debit Card,3,FKG-0792,MIQ-6310,61.44,3,0,16.5888
927,B-77613-52116,09-05-2021,15-05-2021,4:58 PM,9:54 AM,Standard Class,John McCarthy,Bank Transfer,5,SMW-0199,JPP-4588,9.344,1,20,3.504
928,B-68589-52110,09-05-2021,15-05-2021,10:16 AM,1:31 PM,Standard Class,Anthony Evans,Bank Transfer,5,EMB-0672,CCH-7285,4.16,2,20,0.364
3296,C-25290-52115,09-05-2021,13-05-2021,3:03 PM,1:16 PM,Standard Class,Robert Hemsworth,Cash,4,NWW-0039,EAG-8488,6.096,2,20,2.2098
4978,C-55319-52110,09-05-2021,12-05-2021,10:02 AM,3:43 PM,Second Class,Anthony Evans,Credit card,4,ZMB-0585,SWS-8892,17.43,3,0,8.0178
5260,C-16013-52113,09-05-2021,13-05-2021,1:48 PM,2:29 PM,Standard Class,Anthony Evans,Cash,4,XWW-1016,ICS-8345,14.94,3,0,6.8724
5261,C-46848-52114,09-05-2021,13-05-2021,2:14 PM,10:56 AM,Standard Class,John McCarthy,Credit card,4,TWB-0130,PIC-7425,19.98,1,0,8.5914
5262,C-86187-52112,09-05-2021,13-05-2021,12:22 PM,4:10 PM,Standard Class,John Wick,Credit card,3,PWW-0192,DCL-1322,2.672,1,20,0.334
5542,B-75424-52115,10-05-2021,15-05-2021,3:55 PM,4:51 PM,Standard Class,Anthony Evans,Bank Transfer,3,AOB-0903,BKR-7739,124.75,5,0,57.385
947,C-18463-52112,12-05-2021,16-05-2021,12:56 PM,12:13 PM,Standard Class,Edward Ruffalo,Cash,3,NWW-0007,EFM-7145,10.44,6,70,-7.656
4168,D-22448-52116,12-05-2021,17-05-2021,4:06 PM,11:47 AM,Standard Class,Robert Paige,Debit Card,1,ZMY-0709,PMW-6663,191.82,3,0,61.3824
5470,D-91254-52115,12-05-2021,17-05-2021,3:54 PM,9:52 AM,Standard Class,Robert Paige,Debit Card,2,SWM-0203,VCS-3309,37.74,3,0,12.8316
5611,B-49185-52115,12-05-2021,16-05-2021,3:26 PM,9:41 AM,Standard Class,John Wick,Bank Transfer,1,AMO-0805,VOM-1294,5.28,3,0,1.5312
1276,D-57779-52116,14-05-2021,14-05-2021,4:53 PM,11:31 AM,Same Day,John Wick,Debit Card,5,TWP-0134,PMW-6663,14.82,3,0,6.2244
2841,D-37573-5219,14-05-2021,19-05-2021,9:50 AM,12:41 PM,Standard Class,Edward Ruffalo,Debit Card,2,UWB-0722,KNN-8448,44.4,3,0,22.2
2842,B-41372-52117,14-05-2021,19-05-2021,5:38 PM,10:02 AM,Standard Class,Robert Paige,Bank Transfer,5,SWP-0554,CIC-2801,2.78,1,0,0.7228
2843,D-32364-52112,14-05-2021,19-05-2021,12:34 PM,3:51 PM,Standard Class,Nora Zypern,Debit Card,5,RMW-0562,NIC-1732,13.488,2,20,4.3836
2844,D-62493-5219,14-05-2021,19-05-2021,9:22 AM,2:08 PM,Standard Class,Nora Zypern,Debit Card,4,XSY-0265,SFJ-2966,66.03,3,0,17.1678
2845,C-44381-52114,14-05-2021,19-05-2021,2:46 PM,10:53 AM,Standard Class,Tom Renner,Cash,4,RSB-0370,LCM-4863,6.56,2,0,1.9024
1236,D-28958-5219,15-05-2021,20-05-2021,9:18 AM,12:17 PM,Standard Class,Tom Renner,Debit Card,1,COW-1042,KNN-8448,5.984,2,20,2.244
1237,C-14309-52115,15-05-2021,20-05-2021,3:34 PM,9:07 AM,Standard Class,Dave Brockman,Cash,2,UWP-0487,PIC-7425,8,5,0,3.44
1238,C-60584-5219,15-05-2021,20-05-2021,9:31 AM,10:14 AM,Standard Class,Robert Paige,Credit card,3,PWP-0183,DCL-2902,19.52,2,20,5.368
2861,C-69317-52114,15-05-2021,21-05-2021,2:32 PM,1:09 PM,Standard Class,Robert Hemsworth,Credit card,5,NWB-0118,LCM-4863,243.92,5,20,-15.245
2950,D-57262-52117,15-05-2021,19-05-2021,5:36 PM,11:25 AM,Second Class,Anthony Evans,Debit Card,1,AWW-0531,RIC-5562,487.96,2,0,146.388
5676,D-15766-52117,16-05-2021,19-05-2021,5:48 PM,1:07 PM,Second Class,Edward Ruffalo,Debit Card,5,AMB-0929,NGM-7947,73.915,1,50,-45.8273
5677,D-22793-52111,16-05-2021,19-05-2021,11:49 AM,1:29 PM,Second Class,Chris Jr,Debit Card,3,ZWG-0624,NGM-7947,26.16,4,0,12.8184
1128,C-43182-5219,17-05-2021,21-05-2021,9:23 AM,5:37 PM,Standard Class,Robert Paige,Credit card,5,AWB-0917,JNO-9729,29.34,6,0,7.9218
1129,C-96570-52110,17-05-2021,21-05-2021,10:55 AM,1:43 PM,Standard Class,John Wick,Cash,1,ZKW-0572,ENC-4137,9.78,2,0,4.0098
2786,B-96010-52113,17-05-2021,18-05-2021,1:11 PM,11:16 AM,First Class,Edward Ruffalo,Bank Transfer,4,FKR-0567,DCS-7123,82.896,3,20,29.0136
2787,B-51642-52117,17-05-2021,18-05-2021,5:40 PM,11:56 AM,First Class,Robert Hemsworth,Bank Transfer,5,AKB-0338,EWS-8300,35.352,9,20,12.8151
4603,C-86003-52113,17-05-2021,20-05-2021,1:51 PM,9:55 AM,First Class,Edward Ruffalo,Cash,3,AWG-0893,KNN-8732,56.3,2,0,15.764
4604,D-42532-52116,17-05-2021,20-05-2021,4:45 PM,9:31 AM,First Class,John McCarthy,Debit Card,2,MWR-0848,JTH-9894,13.904,2,20,4.5188
4605,D-29148-52117,17-05-2021,20-05-2021,5:38 PM,4:08 PM,First Class,Dave Brockman,Debit Card,5,ZKW-1025,AAP-8646,9892.74,13,0,4946.37
443,B-77269-52111,19-05-2021,24-05-2021,11:08 AM,11:39 AM,Standard Class,Anthony Evans,Bank Transfer,1,AMB-0942,MLM-5585,26.18,7,0,0.5236
1019,C-11418-52114,19-05-2021,24-05-2021,2:13 PM,11:49 AM,Standard Class,Anthony Evans,Credit card,5,BWW-0763,SMJ-1121,29.76,5,20,1.86
1020,C-70211-5219,19-05-2021,24-05-2021,9:25 AM,10:18 AM,Standard Class,Chris Jr,Cash,3,FKR-0431,JNO-9729,1040.8,5,0,281.016
1021,C-12013-52114,19-05-2021,24-05-2021,2:47 PM,12:47 PM,Standard Class,Edward Ruffalo,Credit card,4,POB-0147,SMJ-1121,89.768,1,30,-2.5648
1022,C-27722-52111,19-05-2021,24-05-2021,11:18 AM,2:29 PM,Standard Class,Nora Zypern,Cash,5,NMB-0088,LCW-5172,181.986,2,30,-54.5958
1473,C-69080-52117,19-05-2021,24-05-2021,5:27 PM,11:44 AM,Standard Class,Anthony Evans,Credit card,5,AMB-0407,DFP-9505,14.48,5,20,4.887
2077,C-89297-52110,19-05-2021,23-05-2021,10:26 AM,5:05 PM,Standard Class,Robert Hemsworth,Credit card,5,ZWW-0725,COG-2702,64.14,3,0,30.7872
4406,B-75232-5219,19-05-2021,23-05-2021,9:08 AM,5:33 PM,Standard Class,Edward Ruffalo,Bank Transfer,4,ZMG-0582,ANN-9472,12.84,3,0,3.7236
368,C-86659-52110,20-05-2021,25-05-2021,10:39 AM,10:45 AM,Standard Class,Dave Brockman,Cash,1,LMB-0644,CPP-8584,58.24,4,0,15.7248
369,D-51092-52114,20-05-2021,25-05-2021,2:55 PM,12:22 PM,Standard Class,Robert Hemsworth,Debit Card,1,SWW-0317,VCS-3309,166.92,13,70,-116.844
2166,B-41073-52115,20-05-2021,24-05-2021,3:17 PM,11:01 AM,Standard Class,John Wick,Bank Transfer,1,AWP-0807,MGC-5387,9.324,6,80,-24.7086
2329,B-58445-52112,20-05-2021,23-05-2021,12:59 PM,4:37 PM,First Class,Anthony Evans,Bank Transfer,2,EWW-0810,JNB-2194,11.67,3,0,3.0342
4164,B-24284-52112,21-05-2021,26-05-2021,12:43 PM,12:19 PM,Standard Class,Robert Hemsworth,Bank Transfer,2,GKR-0206,CME-9749,16.28,2,0,6.512
5792,C-17076-52117,21-05-2021,28-05-2021,5:57 PM,12:27 PM,Standard Class,Chris Jr,Cash,3,SKW-0313,JNO-9729,21.3,5,0,8.733
1443,C-80291-52110,22-05-2021,27-05-2021,10:11 AM,11:11 AM,Standard Class,Anthony Evans,Credit card,2,AMW-0432,MMC-4480,1.81,1,0,0.6516
1444,B-84203-52110,22-05-2021,27-05-2021,10:03 AM,4:23 PM,Standard Class,John Wick,Bank Transfer,5,TWB-0278,CCH-7285,11.648,2,20,3.3488
1445,B-78768-52117,22-05-2021,27-05-2021,5:25 PM,3:49 PM,Standard Class,Robert Hemsworth,Bank Transfer,5,QWG-1005,JNT-1647,171.96,2,0,44.7096
2797,B-98524-52117,22-05-2021,22-05-2021,5:20 PM,9:28 AM,Same Day,Dave Brockman,Bank Transfer,2,PMB-0143,PPP-3669,18.9,6,0,9.072
788,B-78960-52110,23-05-2021,27-05-2021,10:33 AM,3:13 PM,Standard Class,Robert Hemsworth,Bank Transfer,5,ZWB-0366,GAT-5033,86.304,6,20,9.7092
3776,C-44383-52117,23-05-2021,27-05-2021,5:19 PM,2:17 PM,Standard Class,Dave Brockman,Cash,2,QWB-0335,JCM-4112,11.05,5,0,2.9835
3777,C-15107-52114,23-05-2021,27-05-2021,2:36 PM,3:09 PM,Standard Class,Robert Paige,Cash,4,STG-0213,LCM-4863,47.52,9,0,22.8096
5015,C-70324-52113,24-05-2021,28-05-2021,1:20 PM,1:49 PM,Standard Class,John Wick,Cash,2,ZWG-0724,ICS-8345,6.48,1,0,3.1104
1770,B-75083-5219,25-05-2021,30-05-2021,9:11 AM,4:40 PM,Standard Class,Tom Renner,Bank Transfer,1,CWB-0983,SNN-6341,1044.63,5,40,-295.9785
757,C-39059-52116,26-05-2021,26-05-2021,4:08 PM,3:43 PM,Same Day,John Wick,Cash,3,MOW-0157,SNC-1858,68.62,2,0,32.2514
974,D-50294-52113,26-05-2021,01-06-2021,1:02 PM,3:17 PM,Standard Class,John McCarthy,Debit Card,3,SOB-0167,MVA-7512,17.04,3,20,5.538
975,D-71430-52110,26-05-2021,01-06-2021,10:54 AM,11:44 AM,Standard Class,Dave Brockman,Debit Card,1,SOW-0530,CGR-2213,91.36,5,20,29.692
1901,C-56206-52110,26-05-2021,01-06-2021,10:17 AM,4:42 PM,Standard Class,Nora Zypern,Credit card,5,ZMB-0697,COG-2702,59.94,3,0,28.1718
1902,C-19468-52115,26-05-2021,01-06-2021,3:10 PM,11:23 AM,Standard Class,Anthony Evans,Credit card,4,AKW-0372,GOL-5329,10.9,5,0,3.597
3878,D-19240-52117,26-05-2021,31-05-2021,5:42 PM,4:05 PM,Standard Class,John McCarthy,Debit Card,5,CMM-0231,SCC-8418,1793.98,2,0,843.1706
3879,B-36854-52115,26-05-2021,31-05-2021,3:16 PM,1:13 PM,Standard Class,Anthony Evans,Bank Transfer,5,HWR-0685,JIP-7990,21.56,7,0,10.3488
5612,D-21039-52116,26-05-2021,30-05-2021,4:55 PM,4:23 PM,Standard Class,Robert Paige,Debit Card,3,ASB-0534,RAM-3712,314.6,4,0,103.818
3058,C-57075-52111,27-05-2021,29-05-2021,11:01 AM,1:35 PM,Second Class,Anthony Evans,Credit card,1,4MW-0628,EFM-7145,455.97,6,50,-218.8656
